year, global_avg_temp,, 7-yrs global MA,,10-yrs global MA,,,year,delhi_avg_temp,,7 -yrs delhi MA,,10 yrs - delhi MA,
1889,7.991428571,24.82142857,,1889,8.046,24.918,,,,,,,,
1890,7.99,24.85571429,,1890,8.031,24.879,,,,,,,,
1891,8.025714286,24.85714286,,1891,8.006,24.838,,,,,,,,
1892,8.047142857,25.01571429,,1892,8,24.898,,,,,,,,
1893,8.062857143,24.86571429,,1893,8.008,24.8,,,,,,,,
1894,8.098571429,24.84285714,,1894,8.047,24.807,,,,,,,,
1895,8.107142857,24.88142857,,1895,8.07,24.884,,,,,,,,
1896,8.091428571,24.97,,1896,8.096,24.978,,,,,,,,
1897,8.137142857,25.01714286,,1897,8.134,25.027,,,,,,,,
1898,8.16,25.14142857,,1898,8.143,25.094,,,,,,,,
1899,8.207142857,25.19428571,,1899,8.151,25.159,,,,,,,,
1900,8.27,25.44,,1900,8.204,25.209,,,,,,,,
1901,8.324285714,25.54714286,,1901,8.256,25.29,,,,,,,,
1902,8.345714286,25.62,,1902,8.279,25.307,,,,,,,,
1903,8.347142857,25.52142857,,1903,8.295,25.437,,,,,,,,
1904,8.318571429,25.47571429,,1904,8.288,25.47,,,,,,,,
1905,8.325714286,25.36142857,,1905,8.296,25.43,,,,,,,,
1906,8.322857143,25.26285714,,1906,8.313,25.364,,,,,,,,
1907,8.244285714,25.18571429,,1907,8.279,25.327,,,,,,,,
1908,8.194285714,25.13571429,,1908,8.28,25.286,,,,,,,,
1909,8.177142857,25.00571429,,1909,8.258,25.175,,,,,,,,
1910,8.177142857,24.95857143,,1910,8.23,25.1,,,,,,,,
1911,8.19,25,,1911,8.194,25.087,,,,,,,,
1912,8.181428571,25.07142857,,1912,8.181,25.046,,,,,,,,
1913,8.17,25.03857143,,1913,8.189,25.026,,,,,,,,
1914,8.261428571,25.05285714,,1914,8.239,25.031,,,,,,,,
1915,8.318571429,25.13714286,,1915,8.275,25.129,,,,,,,,
1916,8.325714286,25.18285714,,1916,8.26,25.119,,,,,,,,
1917,8.297142857,25.04428571,,1917,8.267,25.001,,,,,,,,
1918,8.29,25.03285714,,1918,8.261,25.015,,,,,,,,
1919,8.32,24.97428571,,1919,8.281,25.024,,,,,,,,
1920,8.328571429,24.98142857,,1920,8.295,25.042,,,,,,,,
1921,8.325714286,25.11285714,,1921,8.334,25.11,,,,,,,,
1922,8.3,25.03428571,,1922,8.358,25.103,,,,,,,,
1923,8.327142857,25.06142857,,1923,8.37,25.135,,,,,,,,
1924,8.397142857,25.22428571,,1924,8.362,25.121,,,,,,,,
1925,8.454285714,25.16285714,,1925,8.356,25.033,,,,,,,,
1926,8.504285714,25.15428571,,1926,8.406,25.004,,,,,,,,
1927,8.527142857,25.11714286,,1927,8.456,25.093,,,,,,,,
1928,8.535714286,25.06142857,,1928,8.506,25.13,,,,,,,,
1929,8.511428571,25.09142857,,1929,8.492,25.185,,,,,,,,
1930,8.541428571,25.06857143,,1930,8.519,25.196,,,,,,,,
1931,8.571428571,25.15428571,,1931,8.534,25.15,,,,,,,,
1932,8.597142857,25.26571429,,1932,8.564,25.195,,,,,,,,
1933,8.541428571,25.22857143,,1933,8.556,25.121,,,,,,,,
1934,8.557142857,25.26142857,,1934,8.568,25.119,,,,,,,,
1935,8.541428571,25.14142857,,1935,8.567,25.115,,,,,,,,
1936,8.585714286,25.05142857,,1936,8.549,25.113,,,,,,,,
1937,8.595714286,25.01,,1937,8.567,25.121,,,,,,,,
1938,8.615714286,24.97857143,,1938,8.59,25.092,,,,,,,,
1939,8.622857143,24.92285714,,1939,8.642,25.077,,,,,,,,
1940,8.682857143,25.00142857,,1940,8.655,25.074,,,,,,,,
1941,8.702857143,25.19285714,,1941,8.66,25.146,,,,,,,,
1942,8.732857143,25.27714286,,1942,8.662,25.123,,,,,,,,
1943,8.762857143,25.34714286,,1943,8.704,25.196,,,,,,,,
1944,8.784285714,25.37142857,,1944,8.726,25.198,,,,,,,,
1945,8.744285714,25.28857143,,1945,8.732,25.195,,,,,,,,
1946,8.732857143,25.32142857,,1946,8.745,25.266,,,,,,,,
1947,8.738571429,25.41428571,,1947,8.755,25.357,,,,,,,,
1948,8.735714286,25.29285714,,1948,8.744,25.366,,,,,,,,
1949,8.715714286,25.32142857,,1949,8.727,25.402,,,,,,,,
1950,8.66,25.23714286,,1950,8.688,25.361,,,,,,,,
1951,8.628571429,25.32285714,,1951,8.674,25.289,,,,,,,,
1952,8.637142857,25.47428571,,1952,8.665,25.333,,,,,,,,
1953,8.664285714,25.57,,1953,8.676,25.422,,,,,,,,
1954,8.63,25.56428571,,1954,8.647,25.492,,,,,,,,
1955,8.612857143,25.52142857,,1955,8.652,25.529,,,,,,,,
1956,8.568571429,25.47857143,,1956,8.612,25.512,,,,,,,,
1957,8.62,25.51428571,,1957,8.605,25.431,,,,,,,,
1958,8.64,25.56428571,,1958,8.607,25.479,,,,,,,,
1959,8.652857143,25.52428571,,1959,8.621,25.475,,,,,,,,
1960,8.611428571,25.43714286,,1960,8.642,25.562,,,,,,,,
1961,8.645714286,25.31142857,,1961,8.659,25.484,,,,,,,,
1962,8.662857143,25.31571429,,1962,8.67,25.418,,,,,,,,
1963,8.745714286,25.33857143,,1963,8.669,25.35,,,,,,,,
1964,8.7,25.35857143,,1964,8.654,25.287,,,,,,,,
1965,8.665714286,25.26285714,,1965,8.644,25.298,,,,,,,,
1966,8.647142857,25.25714286,,1966,8.676,25.32,,,,,,,,
1967,8.664285714,25.17857143,,1967,8.673,25.327,,,,,,,,
1968,8.624285714,25.21,,1968,8.648,25.236,,,,,,,,
1969,8.602857143,25.29857143,,1969,8.635,25.26,,,,,,,,
1970,8.58,25.28857143,,1970,8.647,25.246,,,,,,,,
1971,8.607142857,25.25428571,,1971,8.627,25.247,,,,,,,,
1972,8.602857143,25.27714286,,1972,8.602,25.271,,,,,,,,
1973,8.652857143,25.28285714,,1973,8.611,25.281,,,,,,,,
1974,8.62,25.36,,1974,8.617,25.328,,,,,,,,
1975,8.651428571,25.36,,1975,8.638,25.304,,,,,,,,
1976,8.615714286,25.29285714,,1976,8.613,25.285,,,,,,,,
1977,8.637142857,25.29571429,,1977,8.628,25.328,,,,,,,,
1978,8.65,25.35285714,,1978,8.645,25.347,,,,,,,,
1979,8.682857143,25.40857143,,1979,8.658,25.348,,,,,,,,
1980,8.687142857,25.47428571,,1980,8.686,25.411,,,,,,,,
1981,8.787142857,25.51285714,,1981,8.743,25.509,,,,,,,,
1982,8.772857143,25.53571429,,1982,8.757,25.485,,,,,,,,
1983,8.87,25.45285714,,1983,8.765,25.404,,,,,,,,
1984,8.847142857,25.47428571,,1984,8.787,25.408,,,,,,,,
1985,8.842857143,25.56714286,,1985,8.779,25.492,,,,,,,,
1986,8.857142857,25.49571429,,1986,8.827,25.49,,,,,,,,
1987,8.858571429,25.57,,1987,8.841,25.603,,,,,,,,
1988,8.862857143,25.61571429,,1988,8.892,25.693,,,,,,,,
1989,8.902857143,25.65142857,,1989,8.911,25.655,,,,,,,,
1990,8.931428571,25.76428571,,1990,8.936,25.607,,,,,,,,
1991,9.001428571,25.79,,1991,8.937,25.602,,,,,,,,
1992,9.027142857,25.74142857,,1992,8.957,25.636,,,,,,,,
1993,9.032857143,25.82857143,,1993,8.941,25.753,,,,,,,,
1994,9.04,25.73285714,,1994,8.976,25.784,,,,,,,,
1995,9.061428571,25.70571429,,1995,9.045,25.79,,,,,,,,
1996,9.078571429,25.72285714,,1996,9.066,25.814,,,,,,,,
1997,9.074285714,25.60428571,,1997,9.087,25.631,,,,,,,,
1998,9.122857143,25.60857143,,1998,9.119,25.597,,,,,,,,
1999,9.187142857,25.72857143,,1999,9.156,25.69,,,,,,,,
2000,9.234285714,25.74714286,,2000,9.153,25.741,,,,,,,,
2001,9.287142857,25.74571429,,2001,9.176,25.753,,,,,,,,
2002,9.318571429,25.84714286,,2002,9.249,25.864,,,,,,,,
2003,9.388571429,25.87142857,,2003,9.315,25.844,,,,,,,,
2004,9.405714286,26.09,,2004,9.343,25.881,,,,,,,,
2005,9.431428571,26.08285714,,2005,9.378,25.861,,,,,,,,
2006,9.465714286,26.08428571,,2006,9.427,25.943,,,,,,,,
2007,9.541428571,26.09857143,,2007,9.48,26.087,,,,,,,,
2008,9.544285714,26.07285714,,2008,9.471,26.078,,,,,,,,
2009,9.535714286,26.06142857,,2009,9.493,26.097,,,,,,,,
2010,9.56,26.17571429,,2010,9.543,26.144,,,,,,,,
2011,9.588571429,26.08857143,,2011,9.554,26.121,,,,,,,,
2012,9.561428571,26.11285714,,2012,9.548,26.047,,,,,,,,
2013,9.572857143,26.16142857,,2013,9.556,26.146,,,,,,,,
2014,9.55,,,2014,9.581,,,,,,,,,
2015,9.607142857,,,2015,9.594,,,,,,,,,
